track_name,artist,genre,playlist_category,danceability,energy,valence,tempo,duration_ms,popularity
Dream Wave Sky,Artist_489,Country,Travel,0.549,0.553,0.608,159.49,190738,31
Night Love,Artist_386,Pop,Party,0.715,0.253,0.501,191.16,235430,90
Love Heart,Artist_364,Country,Sleep,0.66,0.956,0.382,152.4,314311,42
Wave Heart,Artist_366,Indie,Romantic,0.28,0.029,0.899,61.0,76791,88
Dream Sky,Artist_120,Rock,Focus,0.955,0.2,0.244,97.18,179363,66
Dream Beat,Artist_298,Indie,Chill,0.738,0.242,0.286,186.81,271462,41
Night Dance,Artist_283,Jazz,Sleep,0.554,0.414,0.122,150.08,328368,1
Heart Light Night,Artist_164,Jazz,Workout,0.612,0.233,0.759,197.43,87685,74
Light Fire Love,Artist_359,Rock,Workout,0.42,0.491,0.596,81.83,154045,87
Dance Love Light,Artist_95,EDM,Workout,0.248,0.872,0.609,101.54,78476,33
Beat Wave Night,Artist_113,Indie,Party,0.356,0.712,0.218,110.73,182214,37
Dance Night Light,Artist_285,Rock,Romantic,0.758,0.58,0.651,105.72,136598,57
Wave Dream Night,Artist_337,Bollywood,Focus,0.014,0.089,0.765,95.28,167474,11
Sky Light,Artist_53,Pop,Chill,0.116,0.694,0.358,122.09,302483,84
Beat Light Sky,Artist_413,Classical,Chill,0.046,0.166,0.801,149.92,61484,90
Light Beat Night,Artist_283,Hip-Hop,Focus,0.041,0.786,0.349,103.58,79760,47
Light Fire,Artist_87,Bollywood,Sleep,0.855,0.25,0.758,71.16,312132,66
Dance Fire Beat,Artist_408,Rock,Workout,0.704,0.417,0.034,159.19,66326,89
Dance Beat Light,Artist_476,Classical,Romantic,0.474,0.35,0.551,124.26,261541,4
Heart Beat,Artist_262,Classical,Romantic,0.098,0.859,0.97,137.91,236750,83
Sky Heart Dream,Artist_296,Indie,Romantic,0.492,0.127,0.981,123.76,185477,77
Night Wave Light,Artist_98,Rock,Travel,0.473,0.566,0.282,184.65,172325,83
Beat Night,Artist_465,Bollywood,Workout,0.173,0.142,0.441,138.22,247696,77
Dream Light Love,Artist_196,EDM,Sleep,0.434,0.705,0.063,189.26,189778,55
Night Beat Heart,Artist_332,Pop,Workout,0.399,0.905,0.873,131.48,74963,12
Love Sky Light,Artist_99,Classical,Party,0.616,0.435,0.569,100.96,197310,66
Night Light Fire,Artist_497,Classical,Travel,0.635,0.488,0.385,109.76,186197,37
Dance Fire,Artist_344,Rock,Workout,0.045,0.927,0.113,133.1,249100,23
Heart Light,Artist_321,EDM,Party,0.375,0.521,0.947,134.2,299024,55
Night Sky Fire,Artist_86,Hip-Hop,Travel,0.626,0.488,0.53,156.23,239860,19
Light Wave Love,Artist_398,Bollywood,Sleep,0.503,0.578,0.283,91.43,121790,67
Love Dream Sky,Artist_428,Classical,Party,0.856,0.689,0.35,152.24,319297,88
Heart Wave Love,Artist_236,Classical,Romantic,0.659,0.107,0.271,169.0,289275,23
Dream Beat,Artist_282,EDM,Sleep,0.163,0.821,0.602,154.72,263197,4
Dream Love,Artist_334,Country,Focus,0.071,0.436,0.93,127.46,172962,18
Light Fire,Artist_219,Hip-Hop,Travel,0.642,0.072,0.857,198.84,311976,12
Beat Dance Heart,Artist_265,Bollywood,Sleep,0.027,0.786,0.46,116.67,314130,35
Heart Sky,Artist_11,Classical,Workout,0.586,0.377,0.826,74.92,134860,27
Wave Night Love,Artist_245,EDM,Romantic,0.94,0.1,0.423,175.01,286870,43
Dream Love,Artist_453,Classical,Travel,0.575,0.634,0.252,89.71,204297,78
Sky Dance,Artist_378,Rock,Focus,0.388,0.88,0.983,159.86,243290,95
Dance Wave Beat,Artist_471,Rock,Travel,0.643,0.888,0.304,85.06,99859,67
Fire Light Night,Artist_21,Jazz,Party,0.458,0.958,0.324,62.36,348640,69
Beat Night Sky,Artist_141,Indie,Workout,0.546,0.868,0.99,82.37,144392,64
Light Sky Love,Artist_93,Country,Workout,0.941,0.002,0.134,112.78,60958,93
Beat Love,Artist_334,Pop,Sleep,0.386,0.38,0.761,74.93,153399,52
Fire Sky,Artist_449,Classical,Travel,0.961,0.819,0.936,87.68,183951,17
Dream Sky,Artist_119,Country,Party,0.905,0.366,0.512,167.05,143408,83
Heart Night Love,Artist_181,Indie,Romantic,0.196,0.602,0.003,167.78,209389,99
Beat Dream Light,Artist_463,Bollywood,Focus,0.069,0.606,0.375,174.45,335728,33
Light Fire Heart,Artist_469,Hip-Hop,Party,0.101,0.365,0.112,177.76,229567,72
Beat Love,Artist_234,Pop,Sleep,0.018,0.904,0.416,118.86,116308,52
Love Dance Night,Artist_396,Jazz,Romantic,0.094,0.503,0.79,181.46,149010,35
Wave Beat Light,Artist_334,Country,Chill,0.683,0.465,0.439,133.63,342465,20
Sky Night Beat,Artist_119,Jazz,Party,0.071,0.998,0.432,125.88,316987,81
Heart Dream,Artist_41,Indie,Travel,0.319,0.494,0.557,160.6,181534,45
Heart Night Beat,Artist_267,Jazz,Party,0.845,0.178,0.582,89.93,171349,77
Fire Beat,Artist_315,Bollywood,Party,0.023,0.513,0.856,170.53,157313,68
Light Night Beat,Artist_309,EDM,Romantic,0.814,0.814,0.308,120.13,88858,50
Heart Fire Wave,Artist_189,Hip-Hop,Travel,0.282,0.777,0.822,77.82,101838,58
Night Light,Artist_297,Classical,Party,0.118,0.789,0.566,76.7,195840,30
Light Wave,Artist_121,Hip-Hop,Chill,0.697,0.708,0.301,83.09,171467,70
Heart Wave,Artist_37,Indie,Workout,0.629,0.254,0.295,184.68,178901,2
Fire Night,Artist_421,Bollywood,Workout,0.877,0.862,0.361,198.73,327321,79
Sky Fire,Artist_42,Pop,Travel,0.735,0.893,0.623,109.98,133582,34
Wave Dream,Artist_372,Indie,Party,0.803,0.194,0.231,100.9,241094,52
Dream Dance,Artist_219,Classical,Chill,0.282,0.13,0.92,90.63,222955,84
Wave Dance Heart,Artist_350,Rock,Workout,0.177,0.976,0.575,175.33,197673,16
Dream Dance Night,Artist_297,Classical,Travel,0.751,0.868,0.92,89.29,134433,43
Dance Sky Light,Artist_304,Bollywood,Romantic,0.807,0.893,0.046,189.37,210145,64
Heart Light,Artist_96,Classical,Party,0.991,0.886,0.343,153.43,234291,93
Sky Dance,Artist_346,Classical,Sleep,0.413,0.542,0.023,185.6,326725,27
Love Wave Heart,Artist_42,Pop,Workout,0.372,0.646,0.272,137.56,184457,65
Night Wave Beat,Artist_334,Hip-Hop,Romantic,0.776,0.545,0.862,156.7,89698,13
Wave Light Love,Artist_98,Bollywood,Chill,0.341,0.051,0.037,146.72,120393,40
Wave Fire Heart,Artist_164,Rock,Romantic,0.931,0.746,0.436,176.37,65080,32
Light Dream Love,Artist_128,Jazz,Travel,0.858,0.505,0.118,177.02,293814,67
Night Heart Wave,Artist_160,EDM,Focus,0.429,0.648,0.417,142.57,124652,14
Love Fire,Artist_363,Jazz,Party,0.751,0.503,0.839,148.55,128664,58
Dance Light Dream,Artist_240,Classical,Party,0.755,0.492,0.623,189.06,180023,92
Heart Sky Beat,Artist_369,Hip-Hop,Romantic,0.103,0.172,0.737,190.18,122577,46
Heart Love Wave,Artist_30,EDM,Workout,0.903,0.279,0.349,152.99,213278,90
Heart Night,Artist_178,EDM,Sleep,0.505,0.159,0.944,61.09,138117,85
Sky Wave Dream,Artist_4,EDM,Focus,0.826,0.196,0.709,74.62,182907,75
Night Dream Heart,Artist_418,Bollywood,Romantic,0.32,0.973,0.422,180.11,104569,91
Beat Dream Night,Artist_241,Rock,Focus,0.896,0.153,0.426,71.86,69811,59
Light Beat Heart,Artist_438,Country,Chill,0.389,0.269,0.919,89.89,284090,65
Light Night,Artist_336,Jazz,Party,0.011,0.591,0.576,92.28,241568,33
Light Heart Love,Artist_2,Hip-Hop,Party,0.905,0.61,0.706,144.03,137641,46
Sky Dream Fire,Artist_254,Bollywood,Workout,0.091,0.154,0.417,140.73,146588,82
Dance Fire Light,Artist_246,Hip-Hop,Travel,0.319,0.794,0.224,100.52,247904,54
Dream Night,Artist_192,Rock,Party,0.95,0.785,0.724,89.07,78162,66
Night Light Love,Artist_4,Jazz,Party,0.951,0.237,0.608,167.03,259711,4
Wave Dream Beat,Artist_371,Country,Workout,0.573,0.289,0.501,190.96,65530,54
Dream Wave,Artist_286,Classical,Party,0.632,0.938,0.624,67.39,259696,4
Dance Love,Artist_283,Rock,Workout,0.448,0.826,0.208,78.65,83128,17
Heart Fire Dance,Artist_471,EDM,Romantic,0.293,0.698,0.794,149.9,352142,80
Dance Fire Light,Artist_397,EDM,Workout,0.329,0.082,0.948,172.62,295969,73
Dance Fire Heart,Artist_463,Rock,Romantic,0.673,0.418,0.891,170.77,349477,90
Dance Sky Beat,Artist_153,Pop,Chill,0.752,0.559,0.321,160.76,284757,74
Dream Fire Wave,Artist_290,EDM,Focus,0.792,0.187,0.406,184.24,66522,71
Love Dance Heart,Artist_145,Classical,Party,0.79,0.448,0.808,90.43,158504,73
Light Night,Artist_338,Hip-Hop,Sleep,0.091,0.601,0.595,75.02,357464,55
Night Dream Sky,Artist_296,EDM,Focus,0.494,0.327,0.548,146.15,264159,48
Light Dream Beat,Artist_313,Hip-Hop,Sleep,0.058,0.781,0.927,175.12,170424,91
Fire Dance,Artist_314,Indie,Focus,0.55,0.84,0.536,141.49,117630,96
Love Beat Wave,Artist_406,EDM,Workout,0.442,0.324,0.515,194.82,267478,49
Light Heart Fire,Artist_468,Pop,Sleep,0.888,0.839,0.042,171.38,116662,23
Night Heart Fire,Artist_205,EDM,Sleep,0.351,0.104,0.069,158.11,168291,27
Heart Night,Artist_102,Bollywood,Focus,0.117,0.838,0.007,68.44,254154,25
Dream Wave Love,Artist_401,Country,Sleep,0.143,0.153,0.913,75.08,319434,93
Dance Dream Wave,Artist_178,Country,Sleep,0.762,0.083,0.408,169.88,63513,24
Wave Love Night,Artist_234,Pop,Romantic,0.618,0.642,0.469,87.75,256630,80
Sky Fire,Artist_194,Country,Focus,0.101,0.472,0.845,64.04,173860,80
Light Wave,Artist_259,Classical,Travel,0.084,0.908,0.609,187.51,109512,92
Night Sky Fire,Artist_214,Country,Workout,0.701,0.363,0.61,184.71,88669,20
Night Love Fire,Artist_361,Hip-Hop,Sleep,0.073,0.287,0.297,90.59,91709,53
Wave Dance Night,Artist_491,Pop,Travel,0.822,0.501,0.834,169.23,292130,83
Dance Light,Artist_213,Indie,Focus,0.706,0.456,0.166,66.72,77011,74
Light Fire,Artist_65,Hip-Hop,Workout,0.081,0.344,0.053,99.91,79651,26
Sky Beat,Artist_394,Indie,Travel,0.085,0.694,0.192,147.31,60566,60
Wave Heart,Artist_37,Rock,Focus,0.987,0.76,0.268,166.85,358670,2
Wave Beat,Artist_122,Hip-Hop,Romantic,0.374,0.853,0.282,61.46,300058,3
Night Light,Artist_280,Bollywood,Party,0.371,0.973,0.671,105.67,324164,56
Night Light Love,Artist_479,Jazz,Workout,0.813,0.267,0.218,90.01,129066,66
Dance Love Beat,Artist_6,Jazz,Chill,0.947,0.716,0.677,199.83,341034,25
Sky Love Heart,Artist_416,Classical,Sleep,0.986,0.394,0.091,153.94,268355,68
Heart Fire,Artist_167,Pop,Party,0.753,0.677,0.147,116.79,103882,15
Wave Heart,Artist_467,Hip-Hop,Sleep,0.376,0.476,0.509,70.59,85304,82
Love Heart,Artist_297,Jazz,Workout,0.084,0.994,0.922,143.81,273465,7
Dream Dance Light,Artist_184,Indie,Chill,0.777,0.729,0.86,149.84,122124,91
Dream Night,Artist_38,Country,Sleep,0.558,0.952,0.969,174.3,224445,82
Love Sky Fire,Artist_313,Rock,Romantic,0.424,0.835,0.65,100.4,189925,71
Fire Love,Artist_400,Jazz,Party,0.906,0.903,0.676,197.4,151354,93
Sky Light Beat,Artist_422,Hip-Hop,Sleep,0.111,0.814,0.625,121.53,98451,41
Sky Love Fire,Artist_132,Bollywood,Sleep,0.493,0.459,0.623,101.43,112754,60
Heart Love Wave,Artist_283,Indie,Romantic,0.011,0.252,0.147,108.78,264012,44
Night Heart Beat,Artist_144,Hip-Hop,Chill,0.469,0.37,0.544,132.74,80754,33
Dance Beat Heart,Artist_379,Indie,Focus,0.056,0.02,0.386,191.14,184779,66
Dance Wave,Artist_184,Jazz,Sleep,0.119,0.524,0.443,162.92,162047,82
Light Sky Night,Artist_143,Jazz,Romantic,0.118,0.505,0.524,140.8,141472,23
Night Beat Dream,Artist_384,Hip-Hop,Party,0.649,0.525,0.128,82.79,299832,64
Heart Night Light,Artist_88,Bollywood,Sleep,0.746,0.974,0.359,80.91,120489,6
Sky Wave Dance,Artist_84,Hip-Hop,Sleep,0.583,0.911,0.063,130.31,295473,63
Dream Dance Heart,Artist_461,Indie,Party,0.962,0.162,0.98,162.02,175363,43
Love Heart Beat,Artist_190,Indie,Romantic,0.375,0.369,0.119,165.14,191994,25
Love Night Beat,Artist_299,Bollywood,Sleep,0.286,0.424,0.259,91.63,292775,83
Light Dream Love,Artist_171,Indie,Party,0.869,0.361,0.891,74.01,158711,8
Wave Dance,Artist_173,Classical,Romantic,0.224,0.798,0.483,113.82,227432,37
Dream Night,Artist_52,Bollywood,Chill,0.963,0.524,0.136,188.54,205639,90
Heart Wave,Artist_101,EDM,Focus,0.012,0.572,0.384,136.35,342487,93
Wave Love Dream,Artist_419,Country,Focus,0.97,0.853,0.116,104.81,246865,59
Heart Wave Dance,Artist_434,Country,Travel,0.043,0.806,0.2,105.31,222214,28
Wave Dream,Artist_423,Rock,Workout,0.891,0.132,0.052,78.49,323634,53
Beat Heart Sky,Artist_97,Classical,Travel,0.528,0.714,0.438,126.25,271190,71
Night Love,Artist_363,Bollywood,Focus,0.993,0.435,0.807,170.79,188369,55
Dance Light,Artist_18,Country,Romantic,0.074,0.295,0.586,195.6,120928,36
Light Night Sky,Artist_381,Indie,Romantic,0.554,0.05,0.606,130.22,219498,62
Dance Fire Sky,Artist_168,Indie,Sleep,0.969,0.487,0.201,83.41,178888,15
Fire Night Dream,Artist_314,Classical,Chill,0.523,0.355,0.344,155.61,143401,54
Dance Dream,Artist_35,Hip-Hop,Chill,0.629,0.252,0.845,165.95,238650,61
Night Heart Light,Artist_180,Classical,Focus,0.696,0.695,0.088,70.04,286896,97
Light Wave,Artist_151,Classical,Romantic,0.455,0.769,0.858,179.02,222795,54
Sky Dream Light,Artist_50,Jazz,Sleep,0.628,0.245,0.484,176.11,338322,69
Light Fire Night,Artist_298,Rock,Travel,0.584,0.049,0.837,126.16,188272,29
Dream Fire,Artist_212,Jazz,Workout,0.901,0.849,0.318,138.46,252358,81
Love Heart Light,Artist_107,Bollywood,Sleep,0.045,0.01,0.339,159.88,97622,27
Light Dream Night,Artist_338,Indie,Party,0.281,0.937,0.752,154.74,101834,81
Sky Beat,Artist_353,EDM,Focus,0.95,0.628,0.785,62.32,199127,68
Light Beat Wave,Artist_182,Indie,Romantic,0.89,0.322,0.23,77.14,246390,12
Dream Heart,Artist_57,Hip-Hop,Travel,0.456,0.246,0.973,82.76,231901,23
Dance Wave,Artist_472,Bollywood,Travel,0.62,0.009,0.084,165.79,164762,50
Dream Light Wave,Artist_383,Bollywood,Party,0.277,0.235,0.069,121.61,133929,75
Beat Light,Artist_361,Country,Romantic,0.188,0.138,0.596,136.37,141396,76
Night Light,Artist_474,Classical,Workout,0.464,0.612,0.723,168.18,318665,73
Sky Dream,Artist_470,Pop,Focus,0.353,0.167,0.961,107.74,234685,88
Heart Fire,Artist_51,EDM,Workout,0.584,0.529,0.405,164.84,314946,82
Light Sky Night,Artist_14,Jazz,Sleep,0.078,0.59,0.025,121.92,187000,27
Fire Light Sky,Artist_306,Bollywood,Romantic,0.974,0.298,0.603,112.81,143451,59
Sky Light,Artist_211,Bollywood,Travel,0.986,0.035,0.29,106.63,200653,9
Light Dream,Artist_255,Indie,Chill,0.698,0.037,0.433,195.09,141617,33
Dream Heart,Artist_159,Country,Focus,0.536,0.026,0.488,168.08,105101,70
Love Night,Artist_176,Jazz,Focus,0.31,0.739,0.065,62.83,84940,51
Wave Sky,Artist_55,Hip-Hop,Workout,0.814,0.318,0.486,194.04,128907,97
Wave Beat,Artist_345,Pop,Workout,0.685,0.796,0.426,168.56,71016,40
Dance Light,Artist_118,Jazz,Workout,0.163,0.432,0.713,80.88,114617,6
Sky Dance Fire,Artist_441,Rock,Chill,0.911,0.453,0.646,70.69,143292,4
Sky Dance Night,Artist_414,Bollywood,Travel,0.823,0.513,0.185,103.15,62237,3
Dream Dance,Artist_478,Rock,Chill,0.95,0.713,0.206,147.39,342996,13
Dance Wave Fire,Artist_220,Jazz,Party,0.726,0.274,0.251,146.32,145895,26
Wave Dream Heart,Artist_118,Rock,Sleep,0.613,0.122,0.179,98.62,331320,34
Heart Beat Dream,Artist_206,Indie,Workout,0.418,0.556,0.657,122.39,89658,77
Light Wave Night,Artist_388,Indie,Travel,0.933,0.327,0.994,89.66,196746,53
Fire Dance Night,Artist_183,Pop,Chill,0.866,0.442,0.652,67.08,350092,47
Dance Fire Dream,Artist_376,EDM,Workout,0.045,0.647,0.607,132.38,87749,8
Love Sky,Artist_310,Jazz,Romantic,0.026,0.494,0.41,108.58,315941,76
Wave Beat Fire,Artist_6,Classical,Sleep,0.376,0.62,0.313,136.0,152356,8
Heart Wave,Artist_483,Pop,Sleep,0.811,0.544,0.911,192.51,188390,19
Dream Dance,Artist_437,Jazz,Party,0.987,0.74,0.969,80.07,348822,74
Dance Sky Wave,Artist_172,Country,Party,0.15,0.706,0.497,60.27,208498,32
Night Beat,Artist_376,Country,Romantic,0.594,0.534,0.29,70.76,185400,21
Fire Wave Heart,Artist_16,Jazz,Travel,0.381,0.679,0.77,124.78,219752,64
Love Sky,Artist_129,Jazz,Sleep,0.97,0.874,0.132,158.97,197240,23
Wave Dance Sky,Artist_34,Jazz,Focus,0.842,0.432,0.766,141.31,260263,91
Night Beat,Artist_252,Rock,Romantic,0.838,0.413,0.819,129.29,294929,89
Sky Heart,Artist_122,EDM,Workout,0.469,0.764,0.125,109.55,163845,71
Heart Love Beat,Artist_255,Rock,Party,0.415,0.583,0.977,103.4,162209,42
Wave Light,Artist_453,Country,Sleep,0.273,0.071,0.986,112.68,323224,35
Heart Light,Artist_472,Pop,Focus,0.056,0.892,0.937,145.63,137333,2
Night Beat Dance,Artist_464,Rock,Chill,0.865,0.031,0.496,83.49,241047,92
Wave Night Dream,Artist_73,Bollywood,Travel,0.813,0.748,0.246,167.99,358162,71
Beat Heart,Artist_73,Bollywood,Party,1.0,0.759,0.582,140.54,258723,76
Light Heart Dream,Artist_122,Classical,Romantic,0.997,0.953,0.42,97.68,163424,52
Wave Light,Artist_134,Country,Party,0.555,0.054,0.206,130.16,133775,17
Light Love Wave,Artist_69,Pop,Chill,0.769,0.597,0.424,194.79,274432,86
Dream Heart,Artist_215,Hip-Hop,Romantic,0.945,0.428,0.664,62.87,334071,9
Light Dance Dream,Artist_444,Jazz,Party,0.85,0.331,0.071,87.93,323088,52
Heart Wave,Artist_360,Bollywood,Travel,0.247,0.09,0.333,122.77,112420,3
Beat Sky,Artist_250,Hip-Hop,Travel,0.451,0.563,0.018,149.38,79503,22
Light Wave Dance,Artist_432,Country,Focus,0.129,0.479,0.749,89.71,332319,54
Dance Love Heart,Artist_258,Pop,Chill,0.954,0.105,0.641,190.4,216002,36
Night Beat Sky,Artist_403,Rock,Chill,0.606,0.612,0.063,149.96,194377,39
Wave Dance,Artist_415,Jazz,Focus,0.229,0.738,0.965,182.84,187412,18
Wave Fire Love,Artist_239,Country,Party,0.672,0.767,0.023,106.1,291293,81
Dream Light Beat,Artist_445,Country,Romantic,0.618,0.905,0.59,176.05,170681,27
Fire Love,Artist_492,EDM,Sleep,0.358,0.409,0.776,112.95,93136,99
Fire Love,Artist_491,Jazz,Romantic,0.114,0.953,0.788,95.39,290568,96
Heart Beat Dream,Artist_21,Rock,Travel,0.672,0.865,0.034,187.63,280336,67
Fire Beat Dance,Artist_364,Rock,Travel,0.52,0.297,0.906,72.91,274545,13
Dream Light,Artist_102,EDM,Party,0.772,0.159,0.918,192.0,140312,17
Light Heart,Artist_453,Classical,Romantic,0.52,0.435,0.561,124.19,300600,61
Light Beat Heart,Artist_490,Jazz,Travel,0.852,0.402,0.482,198.97,145992,18
Dance Light,Artist_423,Indie,Workout,0.552,0.576,0.045,135.54,274055,17
Light Heart Sky,Artist_348,Country,Chill,0.561,0.583,0.562,166.05,143117,56
Fire Wave Sky,Artist_89,Rock,Travel,0.877,0.75,0.409,60.99,121241,48
Fire Sky Light,Artist_111,EDM,Romantic,0.403,0.51,0.773,129.53,289716,16
Dance Heart,Artist_325,Indie,Travel,0.134,0.105,0.404,163.24,261623,86
Heart Light Sky,Artist_423,Jazz,Focus,0.029,0.858,0.684,169.6,188923,25
Night Light Beat,Artist_280,Classical,Travel,0.755,0.31,0.101,82.13,95629,65
Heart Dream Sky,Artist_58,Rock,Romantic,0.62,0.971,0.133,118.66,236323,27
Sky Night,Artist_72,EDM,Focus,0.704,0.118,0.14,118.67,73895,14
Dance Sky Wave,Artist_265,Rock,Sleep,0.213,0.958,0.046,74.51,305488,92
Fire Light,Artist_42,Pop,Workout,0.136,0.091,0.541,122.03,203864,50
Light Sky Dream,Artist_226,Bollywood,Workout,0.015,0.231,0.794,172.99,75430,96
Wave Fire,Artist_33,Bollywood,Romantic,0.351,0.047,0.61,102.03,99130,29
Love Light,Artist_455,Pop,Romantic,0.59,0.705,0.575,120.56,233572,81
Fire Love,Artist_406,Country,Workout,0.392,0.85,0.681,194.53,129120,28
Beat Heart,Artist_448,Bollywood,Travel,0.437,0.434,0.34,64.44,121397,21
Night Dream Love,Artist_270,Hip-Hop,Sleep,0.904,0.929,0.362,142.81,114455,24
Beat Dance,Artist_418,Jazz,Travel,0.348,0.59,0.314,164.08,111078,46
Fire Sky Heart,Artist_319,Bollywood,Travel,0.514,0.63,0.712,166.52,91088,60
Love Night Fire,Artist_335,EDM,Sleep,0.784,0.845,0.162,160.23,260127,99
Dream Beat,Artist_372,Pop,Travel,0.397,0.297,0.013,161.7,303719,20
Love Beat,Artist_292,Classical,Travel,0.622,0.354,0.596,68.26,297163,52
Dream Sky Love,Artist_385,Bollywood,Workout,0.862,0.906,0.942,134.78,62013,22
Sky Night,Artist_118,Pop,Workout,0.95,0.901,0.609,169.62,289823,68
Sky Dance Light,Artist_181,Hip-Hop,Travel,0.147,0.976,0.783,73.17,143640,16
Light Dance,Artist_484,Bollywood,Chill,0.927,0.902,0.673,61.69,153979,21
Fire Night Heart,Artist_441,Hip-Hop,Chill,0.492,0.127,0.497,174.04,204537,44
Dance Sky,Artist_158,Hip-Hop,Sleep,0.258,0.824,0.718,159.72,256641,62
Love Heart,Artist_346,Classical,Focus,0.459,0.41,0.824,117.71,175184,21
Wave Fire Dream,Artist_227,Indie,Romantic,0.98,0.991,0.225,191.66,218559,11
Beat Light Heart,Artist_380,Country,Party,0.493,0.472,0.336,167.32,258011,60
Beat Night,Artist_350,Hip-Hop,Travel,0.329,0.554,0.224,195.5,63219,37
Dream Dance,Artist_437,Hip-Hop,Chill,0.633,0.53,0.452,190.1,106994,44
Fire Love Sky,Artist_384,EDM,Chill,0.24,0.322,0.885,127.38,295046,22
Fire Dance Sky,Artist_164,Rock,Chill,0.076,0.075,0.345,165.66,204036,84
Sky Love Wave,Artist_450,Country,Workout,0.129,0.896,0.374,153.69,278210,66
Fire Love Night,Artist_72,Hip-Hop,Party,0.128,0.803,0.86,173.6,350432,43
Sky Dream Beat,Artist_489,Bollywood,Chill,0.152,0.14,0.515,170.28,90714,75
Night Sky Heart,Artist_421,Rock,Chill,0.139,0.777,0.535,81.45,325746,21
Fire Dream,Artist_62,Jazz,Party,0.641,0.626,0.861,92.72,326240,33
Dream Dance Heart,Artist_37,EDM,Workout,0.182,0.409,0.491,97.2,272147,17
Light Dance Fire,Artist_463,Pop,Travel,0.346,0.254,0.682,174.59,351754,36
Wave Night,Artist_83,Bollywood,Focus,0.897,0.86,0.086,173.5,126815,14
Light Heart Night,Artist_226,Hip-Hop,Workout,0.474,0.7,0.179,129.35,309005,37
Love Light,Artist_384,Rock,Travel,0.668,0.548,0.404,141.32,163253,31
Wave Light,Artist_163,Pop,Focus,0.172,0.61,0.495,175.77,98419,4
Dream Heart,Artist_486,Country,Sleep,0.192,0.091,0.966,103.76,189213,6
Night Fire Dance,Artist_298,Classical,Sleep,0.041,0.474,0.971,67.03,181898,50
Light Dance,Artist_217,Pop,Workout,0.169,0.194,0.851,127.56,178276,85
Dance Dream,Artist_126,Rock,Chill,0.279,0.208,0.316,187.92,293422,77
Dance Love Wave,Artist_388,EDM,Focus,0.177,0.661,0.964,170.67,320855,38
Love Beat Sky,Artist_439,Indie,Romantic,0.089,0.911,0.689,111.33,273057,79
Fire Night,Artist_255,Indie,Focus,0.121,0.404,0.393,69.07,343898,5
Beat Heart,Artist_457,Pop,Sleep,0.461,0.208,0.702,149.17,326367,38
Light Love,Artist_419,Bollywood,Romantic,0.206,0.649,0.017,176.83,218392,24
Dance Love,Artist_112,Hip-Hop,Focus,0.364,0.871,0.146,153.09,196374,18
Beat Dream Light,Artist_37,Country,Chill,0.503,0.748,0.83,119.51,275880,93
Heart Beat Dance,Artist_45,Rock,Chill,0.69,0.869,0.646,77.27,343385,32
Beat Night Dream,Artist_157,Pop,Travel,0.039,0.537,0.364,187.51,355578,71
Night Dream Beat,Artist_311,Indie,Romantic,0.799,0.752,0.501,98.63,247803,94
Fire Love,Artist_431,EDM,Focus,0.628,0.14,0.905,91.4,352942,90
Sky Dance,Artist_489,Hip-Hop,Sleep,0.082,0.348,0.632,174.24,196210,72
Light Beat Fire,Artist_106,Bollywood,Sleep,0.874,0.39,0.398,197.37,315922,89
Dance Heart,Artist_123,Country,Romantic,0.921,0.511,0.12,152.42,162156,30
Sky Fire,Artist_54,Bollywood,Travel,0.061,0.929,0.294,147.47,260748,88
Love Beat,Artist_460,Bollywood,Workout,0.277,0.874,0.978,104.72,239973,30
Fire Wave,Artist_9,EDM,Sleep,0.806,0.135,0.437,62.86,335677,5
Night Love,Artist_274,Pop,Romantic,0.748,0.173,0.472,86.85,168672,4
Wave Love Fire,Artist_258,Country,Travel,0.185,0.358,0.499,141.82,118594,51
Beat Dance,Artist_207,Jazz,Workout,0.209,0.291,0.884,81.18,268793,9
Light Fire,Artist_83,Bollywood,Chill,0.37,0.615,0.604,183.74,201586,55
